College_Name,Description,Logo
IAS Academy,"Lal Bahadur Shastri National Academy of Administration (LBSNAA) is a civil service training institute on public policy and public administration in Mussoorie, Uttarakhand in India. The academy's main purpose is to train civil servants of the IAS cadre and also conduct the Foundation Course of Group-A Central Civil Services.",https://edkt.net/429iasacademy/logo-min-1585132319908.png
Jamal Mohamed College,"Jamal Mohamed College is a Government-aided and self-financed institution founded in 1951 by M. Jamal Mohamed Sahib and N.M. Khajamian Rowther. The college campus is located in Tiruchirappalli, India and is affiliated to Bharathidasan University.",http://jmc.edu/modal-popup/jmc_new_logo.png
Jadavpur University,"Jadavpur University (abbr. JU) is a public state funded research university with its main campus located at Jadavpur, Kolkata, West Bengal, India.",https://toppng.com/uploads/preview/jadavpur-university-logo-11551057038gwcs0lbxkv.png
Indira Gandhi National Tribal University,"Indira Gandhi National Tribal University (IGNTU), is a Central University located in Madhya Pradesh, India established in 2007 and named after former Indian prime minister Indira Gandhi.The university started its operations in 2008 from a temporary campus in Amarkantak and later shifted to its own campus in Lalpur, 23 kilometers away. The university was established to promote education in the backward tribal regions of India.",http://www.igntu.ac.in/images_css/logo.jpg
Islamic University of Science and Technology,"Islamic University of Science & Technology (IUST) is a state university situated in Awantipora, in the Union Territory of Jammu and Kashmir, India. The university has been set up as a centre for higher learning for the people of the Jammu and Kashmir State and its neighbouring regions.",https://jkalerts.com/wp-content/uploads/2021/08/IUST-Notification.jpg
Gujarat Vidyapith,"Gujarat Vidyapith is a deemed university in Ahmedabad, Gujarat, India. This institute was founded in 1920 by Mahatma Gandhi, India's ""Father of the Nation"" and the leader of the Indian independence movement.",https://universitykart.b-cdn.net/Content/upload/admin/zeuuzypy.o5v.jpg
"J.C. Bose University Of Science And Technology,","J.C. Bose University of Science and Technology, YMCA, formerly YMCA University of Science and Technology (YMCA UST) and YMCA Institute of Engineering (YMCAIE), is a state public university located in Faridabad, in the state of Haryana, India. Established as a college in 1969, it gained university status in December 2009 and was renamed in 2018.",https://yt3.ggpht.com/a/AGF-l7_5YX-tWskzFgOwV4St4c6GboVipQR9L-sslA=s900-c-k-c0xffffffff-no-rj-mo
Hindustan Institute of Technology and Science,"Hindustan Institute of Technology and Science (HITS), formerly Hindustan College of Engineering, is a private deemed university headquartered in Chennai, India. It was founded in 1985 by K.C.G. Verghese and was conferred the ""University Status"" status from the University Grants Commission Under Section 3 of UGC Act 1956 from the academic year 2008-09 and under the name HITS (Hindustan Institute of Technology and Science).",https://edurank.org/assets/img/uni-logos/hindustan-institute-of-technology-and-science-logo.png
IIT Bombay,"The Indian Institutes of Technology (IIT) are a network of engineering and technology institutions in India. Established in 1950, they are under the purview of the Ministry of Education of the Indian Government and are governed by the Institutes of Technology Act, 1961.",https://www.pngkit.com/png/full/802-8025099_advertisement-iit-bombay-logo.png
Institute of Management Study,"Jamnalal Bajaj Institute of Management Studies (commonly referred to as JBIMS) is the Department of Management Studies of the University of Mumbai, situated in Churchgate, Mumbai. The institute is named after noted industrialist and freedom fighter Jamnalal Bajaj.",https://universitykart.b-cdn.net/Content/upload/admin/ws3dr2qo.42o.png
Indian Institute of Social Welfare and Business,"The Indian Institute of Social Welfare & Business Management (IISWBM) is an Autonomous business school in Kolkata, India. The school is the first Management institute in India and South East Asia.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/IISWBM_LOGO.svg/199px-IISWBM_LOGO.svg.png
"Holy Cross College, Agartala","Holy Cross College, Agartala, has the distinction of being the first Catholic English Medium College in the state of Tripura, Northeast India. It was founded in 2009 by the Congregation of Holy Cross and affiliated to Tripura University (a Central University) and recognized by UGC with 2 (f) and 2 (B).",https://www.pngfind.com/pngs/m/615-6151453_holy-cross-college-agartala-logo-png-download-holy.png
Cochin University of Science and Technology,"Cochin University of Science and Technology (CUSAT) is a state government-owned autonomous university in Kochi, Kerala, India. It was founded in 1971 and has three campuses: two in Kochi (Kalamassery and Ernakulam) and one in Kuttanad, Alappuzha, 66 km (41 mi) inland.",https://www.cusat.ac.in/files/pictures/pictures_1_logo.png
"Gandhi Memorial College, Srinagar","The Gandhi Memorial College Srinagar, is a co-educational college located on 1.75 (14 kanal) acre campus in Shamswari, Fateh Kadal, Srinagar in the Indian union territory of Jammu and Kashmir. The college was established in the year 1942.",https://bingo.icbse.com/v1/business.jpg?action=logo&id=8om9ld
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya,"Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya, also known as CSK Himachal Pradesh Agricultural University (CSK HPKV), formerly Himachal Pradesh Krishi Vishvavidyalaya, is an agricultural university at Palampur in the Indian state of Himachal Pradesh. It was established on 1 November 1978 as an expansion of the existing College of Agriculture established in May 1966.",https://www.onlineresultportal.com/images/university/chaudhary-sarwan-kumar-himachal-pradesh-krishi-vishvavidyalaya_logo.jpg
Delhi University,"The Delhi University (DU, ISO: Dill? Vi?vavidy?laya), also and officially known as the University of Delhi, is a collegiate research central university located in Delhi, India. It was founded in 1922 by an Act of the Central Legislative Assembly.",https://files.prokerala.com/news/photos/imgs/1024/delhi-university-686256.jpg
Dr. B.R. Ambedkar Open University,"Dr. B.R. Ambedkar Open University, also known as Telangana Open University, formerly Andhra Pradesh Open University, is a public university in the city of Hyderabad, Telangana, India.",https://images.shiksha.com/mediadata/images/1663925168php7tNr3Q.jpeg
DIT University,"DIT University (erstwhile Dehradun Institute of Technology) is a private university in Dehradun, Uttarakhand, India. DIT University has been accorded by the National Assessment and Accreditation Council with Grade A. == Campus == DIT University's campus is located in Dehradun, in the foothills of Mussoorie.",https://gyaanarth.com/wp-content/uploads/2021/09/DIT-University-Logo.png
Central Agricultural University,"Central Agricultural University is an agricultural university at Lamphelpat, Imphal in the Indian state of Manipur. The Central Agricultural University was established by an act of Parliament, the Central Agricultural University Act 1992 (No.40 of 1992).",https://universitykart.com/Content/upload/admin/qqdyp2ns.uec.jpg
Birsa Agricultural University,"Birsa Agricultural University is an agricultural university at Kanke, Ranchi in the Indian state of Jharkhand. It was established on 26 June 1981, after its formal inauguration by Prime Minister Indira Gandhi.",https://static.wikia.nocookie.net/logopedia/images/3/34/Birsa_Agricultural_University.jpeg/revision/latest/scale-to-width-down/250?cb=20200403090820
Andhra University,"Andhra University (IAST: ?ndhra Vi?vakal?pari?hat) is a public university located in Visakhapatnam, Andhra Pradesh, India. It was established in 1926.",https://www.andhrauniversity.edu.in/library/logo1.png
Bhilai Institute of Technology,"Bhilai is a city in Durg district of the Indian state of Chhattisgarh, in eastern central India. Along with its twin-city Durg, the urban agglomeration of Durg-Bhilai Nagar has a population of more than a million, making it the second-largest urban area in Chhattisgarh after Raipur.",https://collegekampus.com/wp-content/uploads/2021/12/images-1-1024x1024.png
Bhabha University,"Bhabha University is a private university in Bhopal, Madhya Pradesh, India. It was established in 2018 by the Ayushmati Education and Social Society.",https://www.bhabhauniversity.edu.in/images/Bhabha university logo.png
Biju Patnaik University of Technology,"Biju Patnaik University of Technology (BPUT) is a public state university located in Rourkela, Odisha, India. It was established on 21 November 2002 and named after Biju Patnaik, a former Chief Minister of Odisha.",https://gyaanarth.com/wp-content/uploads/2022/06/Official_logo_of_Biju_Patanaik_University_of_Technology.png
Central Institute of Technology,"Central Institute of Technology was a Technical and Further Education (TAFE) institution based in Perth, Western Australia until 2016, at which point it became a part of North Metropolitan TAFE. It was the equal oldest post-secondary educational institution in Western Australia and the largest TAFE institution in Perth. Historically it was also known by the names of Perth Technical College, Central Metropolitan College of TAFE (CMC) and Central TAFE. On 11 April 2016, following a reform of all TAFE colleges in Western Australia, Central Institute of Technology amalgamated with West Coast Institute of Training into North Metropolitan TAFE. == Campuses and facilities == The institute trained around 25,000 students each year and operated at five campuses in the Perth metropolitan area: Perth Leederville East Perth (eCentral) Mount Lawley Nedlands (Oral Health Care Centre of Western Australia) Central Institute of Technology also catered for 1500 students from overseas each year and had offshore contracts for the delivery of Australian vocational qualifications in mainland China, Hong Kong, Mauritius, India and Kuwait.",https://www.iaspaper.net/storage/2023/06/Central-Institute-of-Technology-Official-Logo.webp
Birla Global University,"Birla Global University (BGU) is a state private university in Bhubaneswar, Odisha, India. BSU was founded in 2015, by Basant Kumar Birla and Sarla Birla and established by the enactment of Birla Global University Odisha Act, 2015.",https://i.pinimg.com/736x/c0/a6/3b/c0a63bdb9c46177f4dfd9db44bd745ad.jpg
Assam Science and Technology University,"Assam Science and Technology University (ASTU) is a premier state technical university located in Jalukbari, Guwahati, Assam, India. It was established in 2010 by the Assam Government under the Assam Science and Technology University Act 2009.",https://static.wikia.nocookie.net/logopedia/images/c/c3/Assam_Science_and_Technology_University_logo.png/revision/latest?cb=20200401190610
"St Xaviers College, Jaipur","St. Xavier’s College Jaipur, is a Jesuit college in the city of Jaipur in Rajasthan, India.",https://2.bp.blogspot.com/-_pLZJQwONaM/X5UP1BQq7iI/AAAAAAAAAVo/j3ixBoQDg9Y9-6za-lVOuLeSUt5iqHfOwCK4BGAYYCw/s245/xaviers-min.png
Sri Guru Tegh Bahadur Khalsa College,"Sri Guru Tegh Bahadur Khalsa College (shortened SGTB Khalsa College) is a constituent college of the University of Delhi. Established in 1951, it offers courses in science, commerce and humanities.",https://media.9curry.com/uploads/organization/image/2276/sgbt-khalsa-college-logo.png
"St. Edmund's College, Shillong","St. Edmund's College, often abbreviated as SEC, is an educational institute of the Congregation of Christian Brothers located in Shillong, Meghalaya, India.",https://image3.mouthshut.com/images/imagesp/925083956s.jpg
Veer Surendra Sai University of Technology,"Veer Surendra Sai University of Technology, formerly known as the University College of Engineering, Burla, is a state university located in Burla, Sambalpur, Odisha, India. Established in 1956, it is the oldest engineering college in Odisha.",https://www.edarabia.com/wp-content/uploads/2013/08/veer-surendra-sai-university-of-technology-logo-india.jpg
"St Xavier's College, Ahmedabad","St. Xavier's College Ahmedabad (SXCA) is a Christian minority institution of higher education in Ahmedabad, Gujarat, India.",https://sxca.edu.in/wp-content/themes/xav-child/assets/images/n-st-logo.png
"Sri Ramakrishna College of Arts and Science,","Sri Ramakrishna College of Arts and Science (Formerly SNR Sons College - An Autonomous Institution) is a College of Arts and Science in Coimbatore, Tamil Nadu, India. It was founded in 1987.",https://i1.rgstatic.net/ii/institution.image/AS:812762678693888%401570789131902_l
"St Thomas' College, Thrissur","St. Thomas College (Autonomous), Thrissur, is a government aided catholic college located in Thrissur, Kerala, India.",https://stthomas.ac.in/wp-content/uploads/2021/09/college-logo-PNG.png
T John College,"The T. John College of Pharmacy is a private college run under T. John Group of Institutions, which was established in 1993. Over a period of years, the college has produced Pharmacists who are serving the profession by working in fields of Pharmacy like marketing, R&D, production, and academics.",https://www.eduopinions.com/wp-content/uploads/2022/04/T-John-College-logo-350x350.jpg
University of Lucknow,"University of Lucknow (informally known as Lucknow University, and LU) is a public state university based in Lucknow, Uttar Pradesh. LU's main campus is located at Badshah Bagh, University Road area of the city with a second campus at Jankipuram.",https://www.lkouniv.ac.in/site/writereaddata/siteContent/LU_Logo-JPG_100220.jpg
T. A. Pai Management Institute,T.A. Pai Management Institute (TAPMI) is a private business school under Manipal Academy of Higher Education in India. It was established in 1980 and is located in the university town of Manipal in Karnataka.,https://d30mzt1bxg5llt.cloudfront.net/public/uploads/images/TAPMI-LOGO.jpg
Welcomgroup Graduate School of Hotel Administration,"The Manipal Academy of Higher Education (MAHE) is a private deemed university in the Udupi district of Karnataka, India. The school has campuses in Mangaluru, Bengaluru, and Jamshedpur in India, as well as global campuses in Dubai and Malaysia.",https://www.hotelschoolsofdistinction.org/repository/zooms/WGSHA logo JPG (002) (2)_1610454224.jpg
Thapar Institute of Engineering and Technology,"Thapar Institute of Engineering and Technology (TIET), formerly Thapar University, is a private deemed-to-be-university, in Patiala, India. The institute provides multiple subjects; including art, computer science, liberal arts and business administration.",https://live.staticflickr.com/930/43101127214_1894855d1a_w.jpg
Silicon Institute of Technology,"Silicon University is a private technical research university situated in Bhubaneswar, the capital of Odisha, India. == Overview == It was established as Silicon Institute of Technology in 2001 as an affiliated college of Utkal University and later became affiliated with Biju Patnaik University of Technology until 2024.",https://www.mathworks.com/academia/tah-portal/silicon-institute-of-technology-31482356/_jcr_content/schoolLogo.adapt.full.medium.png/1671016978993.png
Symbiosis Institute of Business Management,"Symbiosis International (Deemed University), is a multi-campus private, deemed university located in the city of Pune, India. The university is located in various campuses in Pune, Bengaluru, Hyderabad, Nashik, Noida, Nagpur etc.",https://www.vhv.rs/dpng/d/147-1471123_symbiosis-institute-of-business-management-pune-logo-hd.png
"Stella Maris College, Chennai","Stella Maris College is an institution of higher education for women in Chennai, India. It is an autonomous college affiliated to the University of Madras and is partly residential.",https://www.campusoption.com/images/colleges/logos/27_06_17_124600_Logo.jpg
"Yashwantrao Chavan Maharashtra Open University- [YCMOU], Nashik","Yashwantrao Chavan Maharashtra Open University (YCMOU) is a state, open university, located in Nashik, Maharashtra, India. It was established in July 1, 1989 under the Yashwantrao Chavan Maharashtra Open University Act, 1989.",https://leavesinternational.com/wp-content/uploads/2023/01/Yashwantrao_Chavan_Maharashtra_Open_University_logo.png
"Presidency College, Chennai","Presidency College is an art, commerce, and science college in the city of Chennai in Tamil Nadu, India. On 16 October 1840, this school was established as the Madras Preparatory School before being repurposed as a high school, and then a graduate college.",https://www.jeduka.com/storage/school_image/2/presidency-college-chennai.png
Seth GS Medical College,"King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College is a public medical college and hospital, located in Mumbai, Maharashtra, India. It was founded in 1926; it is affiliated with Maharashtra University of Health Sciences (MUHS).",https://www.reviewadda.com/assets/uploads/college/logo/LOGO_8354.jpg
"Scottish Church College, Kolkata","Scottish Church College is a college affiliated by Calcutta University, India. It offers selective co-educational undergraduate and postgraduate studies and is the oldest continuously running Christian liberal arts and sciences college in Asia.",https://static.collegedekho.com/media/img/institute/logo/1440049873.jpg
Roorkee College of Engineering,"The Indian Institute of Technology Roorkee (IIT- Roorkee or IIT-R) is a technical university located in Roorkee, Uttarakhand, India. It is the oldest engineering institution in India.",https://coer.ac.in/wp-content/uploads/2019/12/logo.png
Sher-i-Kashmir Institute of Medical Sciences,"Sher-i-Kashmir Institute of Medical Sciences, often abbreviated as SKIMS, is the largest medical institute under State Legislature Act in Srinagar, in the Indian union territory of Jammu and Kashmir. SKIMS is the only medical university of the union territory of J&K, headed by a Director who is also the Ex-officio Secretary to the Government.",https://static.wikia.nocookie.net/logopedia/images/0/02/Sher-i-Kashmir_Institute_of_Medical_Sciences.png/revision/latest/scale-to-width-down/250?cb=20200331141216
"Queen Mary's College, Chennai","Queen Mary's College is a government-run college in Chennai, India. Established in 1914, it is the first women's college in the city and the third oldest women's college in India and second-oldest in South India after Sarah Tucker College.",https://queenmaryscollege.edu.in/assets/images/logonew.png
Punjab Agricultural University,Punjab Agricultural University (PAU) is a public funded agricultural university located in Ludhiana district of Punjab. It is a central agricultural university in India established under Harayana and Punjab Agricultural Universities Act 1970 enacted by Parliament in the Twenty first Year of the Republic of India.,http://cdn1.images.touristlink.com/repository/P/U/N/J/A/B/A/G/punjab-agricultural-university-logo.jpg
Sant Longowal Institute of Engineering and Technology,Sant Longowal Institute of Engineering and Technology (abbreviated SLIET ) is a Govt. of India established (1989) deemed university under Section 3 of the UGC Act 1956 for higher education and research in India.,https://edurank.org/assets/img/uni-logos/sant-longowal-institute-of-engineering-and-technology-logo.png
Rajagiri College of Social Sciences,"Rajagiri College of Social Sciences is an autonomous higher education institution located in Kalamassery, Kochi, in the Indian state of Kerala. It is managed by the Carmelites of Mary Immaculate (CMI) congregation and is affiliated with the Mahatma Gandhi University.",https://gyaanarth.com/wp-content/uploads/2022/07/logo-25.jpg
Ramaiah Institute of Technology,"Ramaiah Institute of Technology (RIT), formerly known as M.S. Ramaiah Institute of Technology (MSRIT), is a private engineering college located in Bengaluru in the Indian state of Karnataka. Established in 1962, the college is affiliated to Visvesvaraya Technological University.",https://admission4sure.com/wp-content/uploads/2021/04/Ramaiah-Inst.-logo-2048x921.jpeg
Kaziranga University,"Kaziranga University (KU), officially established as The Assam Kaziranga University, is a state private university located at Koraikhowa, on the outskirts of city Jorhat in Assam, India. It was established in 2012 through The Assam Kaziranga University Act, 2012 created under Assam Private Universities Act 2007.",https://yt3.ggpht.com/a/AATXAJy4sHampeRO2Pk0Eqa2bCY1LBZNqeD5j56J8A=s900-c-k-c0xffffffff-no-rj-mo
National Dairy Research Institute,"National Dairy Research Institute (NDRI) is India's premier institute for dairy research, established in 1955, located in Karnal, Haryana, having been accorded with the status of Deemed University since 1989. NDRI operates under the aegis of Indian Council of Agricultural Research.",https://i0.wp.com/examtipsindia.com/wp-content/uploads/2022/06/National_Dairy_Research_Institute_Logo.png
"MES College Marampally, Aluva","The MES College Marampally is an institute of higher education located in Kerala, India between Aluva and Perumbavoor. It was founded in 1995 and is managed by Muslim Educational Society and affiliated to Mahatma Gandhi University.",https://www.mesmarampally.org/wp-content/uploads/2023/07/MES_logo-200x272.png
M.S. Ramaiah University of Applied Sciences,"M. S. Ramaiah University of Applied Sciences (MSRUAS), also known as RUAS, is a private university in Bangalore, India. It was created by an act in the State of Karnataka, India and was established in December 2013.",https://3.bp.blogspot.com/-j8CZyvO35go/WoPjY1Btt_I/AAAAAAAAGOs/u3DhJav9gWgOuVDxF68WWUS0PtAGBLzjgCLcBGAs/s1600/msruas_logo.png
National Institute of Food Technology Entrepreneurship and,"National Institute of Food Technology Entrepreneurship and Management (NIFTEM or National Institute of Food Technology or NIFTEM-K) is a higher education institute operating under the Ministry of Food Processing Industries (MOFPI). It is located at Kundli industrial area of Sonipat, Haryana, India.",https://img.studyclap.com/img/institute/logo/a8622729ef-niftem-thanjavur.jpg
Kirori Mal College,"Kirori Mal College is a constituent college of the University of Delhi. Established in 1954, it is located in the heart of North Campus of the university in New Delhi, and offers undergraduate and postgraduate programmes in the sciences, humanities and commerce.",https://www.pikpng.com/pngl/m/229-2290597_maharaja-chair-png.png
Maulana Azad National Urdu University,"Maulana Azad National Urdu University is a Central University located in the city of Hyderabad in the Indian state of Telangana. It was named after Maulana Abul Kalam Azad, India's first Minister of Education, a freedom fighter in India's struggle for independence, and a scholar of Islam and Urdu literature.",https://static.wikia.nocookie.net/logopedia/images/5/56/Maulana_Azad_National_Urdu_University_Logo.png/revision/latest?cb=20200404134754
Kerala Veterinary and Animal Sciences University,"Kerala Veterinary and Animal Sciences University (KVASU) is a university established by the Government of Kerala in December 2010 to further education, research and extension services in the field of Veterinary and Animal Sciences. The territorial jurisdiction of the university extends to the whole of the State of Kerala.",https://static.wikia.nocookie.net/logopedia/images/8/83/KVASU.jpeg/revision/latest?cb=20200403123758
MIT World Peace University,"MIT World Peace University,(MIT-WPU) is a private university located in Kothrud, Pune, India. It is a part of the MIT Group of Institutions.",https://formbuilder.ccavenue.com/live/uploads/company_image/346/16583918112676_MITWPU_logo.png
"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur","Kushabhau Thakre (15 August 1922 – 28 December 2003) was an Indian politician belonging to the Bharatiya Janata Party and a Member of Parliament. == Early life == Kushabhau Thakre was born at Dhar, Madhya Pradesh in a Chandraseniya Kayastha Prabhu family to parents Dr.",https://www.excelbee.com/images/university/kushabhau-thakre-patrakarita-avam-jansanchar-vishwavidyalaya-raipur-logo.jpg
Karunya Institute of Technology and Sciences,"Karunya Institute of Technology and Sciences, formerly Karunya University, is a private deemed university in Coimbatore, Tamil Nadu, India. It was founded by D. G. S. Dhinakaran and his son Paul Dhinakaran.",https://universitykart.b-cdn.net/Content/upload/admin/1mzoeexb.3bm.jpg
Maharaja Agrasen College,"Maharaja Agrasen College is a college of the University of Delhi, located in Vasundhara Enclave (East Delhi), Delhi. == History == Maharaja Agrasen College was established in 1994 with the objective of catering to the educational requirements of a densely populated East Delhi.",https://static.ambitionbox.com/alpha/company/photos/logos/maharaja-agrasen-college.jpg
Muzaffarpur Institute of Technology,"Muzaffarpur Institute of Technology (commonly referred to as MIT, Muzaffarpur) is a public, coeducational engineering college in Muzaffarpur, Bihar, India. It is administered by the Department of Science and Technology, Bihar and funded by Government of Bihar.",https://www.edufever.com/wp-content/uploads/2016/12/mit-logo-213x300.jpg
Lady Shri Ram College for Women,"Lady Shri Ram College (LSR) is a constituent women's college, affiliated with the University of Delhi. == History == Established in 1956 in New Delhi by the late Lala Shri Ram in memory of his wife Phoolan Devi (Lady Shri Ram), the college began in a school building in Daryaganj, Central Delhi with 299 students, nine faculty, and four support staff.",https://www.pngitem.com/pimgs/m/218-2187086_lady-shri-ram-college-for-women-logo-hd.png
National Institute of Technical Teachers Training and,"National Institute of Technical Teachers' Training and Research Kolkata , (also known as NITTTR Kolkata) is a Deemed university situated in the Kolkata, West Bengal, India. The institute has established extension centers at Guwahati and Bhubaneswar for reaching out to its clients.",https://www.facultyplus.com/wp-content/uploads/2021/12/national-institute-of-technical-teachers-training-and-research-chennai-logo.jpg
Kishinchand Chellaram College,"Kishinchand Chellaram College (ISO: Ki?inaca?da C?ll?r?ma Kôl?ja), commonly known as KC College, is a higher educational Autonomous institution in Mumbai, Maharashtra, India. It is affiliated to the HSNC University.It was the first college to be awarded an ""A"" grade by The National Assessment and Accreditation Council (NAAC) in Mumbai (and Maharashtra).",https://gyaanarth.com/wp-content/uploads/2022/06/KC-College.jpg
Nilamber Pitamber University,"Nilamber-Pitamber University (NPU) is a state university located in Medininagar, Jharkhand, India. == Colleges == Sources: === Constituent colleges === G.L.A. College, Medininagar J. S. College, Medininagar Y.S.N.M. College, Medininagar S.S.J.S.N. College, Garhwa Degree College, Manika, Latehar Model Degree College, Garhwa === Permanent Affiliated Colleges === Banwari Sahu College, Latehar A.K. Singh College, Japla S.P.D. College, Garhwa B.S.M. College, Bhawanathpur Majdur Kisan College, Panki Gopinath Singh Mahila College, Garhwa === Affiliated Colleges === Sukhdeo Sahay Madheshwar Sahay Degree College, Tarhassi Gulab Chand Prasad Agrawal Degree College, Sadma, Chhattarpur Sankar Pratap Dev Degree College, Nagar Untanri, Garhwa Sant Tulsi Dash College, Rehla, Palamu Vananchal College of Science, Garhwa St.",https://npu.ac.in/images/npulogo.png
National Institute of Science and Technology,"NIST University formerly, National Institute of Science and Technology (NIST) is a private technical research university located in Pallur Hills, Brahmapur, Odisha, India. == About == NIST was started in 1996 by a group of academics and technocrats.",http://www.nistep.go.jp/en/wp-content/themes/NISPTEP_2012/images/header/logo_en.jpg
"Newman College, Thodupuzha","Newman College is a Syro Malabar Catholic institution of higher education in Thodupuzha, Kerala, India, administered by the Diocese of Kothamangalam. It is a college in the Idukki District, with over 2000 students, 66 teaching staff, and 36 non-teaching staff.",https://d2ajlz7o3p8ddv.cloudfront.net/media/user_profile/logo_NeeZoU0.jpg
National Law School of India University,"The National Law School of India University (NLSIU), commonly referred to as the National Law School (NLS), is a public state law university established under the National Law School of India Act, 1986, enacted by the Karnataka Legislative Assembly. Located in Bangalore, India, it is widely regarded as one of the country’s leading institutions for legal education and has consistently been ranked first in the National Institutional Ranking Framework (NIRF) for law.",https://www.topuniversities.com/sites/default/files/profiles/logos/national-law-school-of-india-university_592560cf2aeae70239af4e1a_large.jpg
Management Development Institute,"International Institute for Management Development (IMD) is an independent academic institute with campuses in Lausanne, Switzerland and Singapore. IMD is known for its executive education and its proximity to business.",http://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Management_Development_Institute_logo.png/220px-Management_Development_Institute_logo.png
Kerala University,"University of Kerala (formerly known as University of Travancore) is a state-run public university in Thiruvananthapuram, the state capital of Kerala, India. It was established in 1937 by a promulgation of the Maharajah of Travancore, Chithira Thirunal Balarama Varma who was also the first Chancellor of the university.",http://www.mysarkarinaukri.com/files/images/univemblem.gif
Malaviya National Institute of Technology,"Malaviya National Institute of Technology Jaipur (MNIT or NIT Jaipur) is a public technical university established by an act of Parliament of India and is located in Jaipur, India with an emphasis on engineering whereas programmes in science and management are also offered. Founded in 1963, and formerly known as Malaviya Regional Engineering College (MREC) Jaipur, it assumed its present name in 2002 and assumed status of an Institute of National Importance in 2007 with enactment of NIT Act.",https://projectsaraswati2.com/wp-content/uploads/2019/10/MNIT.png
Jai Hind College,"Jai Hind College (Autonomous) (Marathi: ?? ???? ?????) is an autonomous college in Mumbai, Maharashtra, India, affiliated to the University of Mumbai. It was established in 1948.",https://gyaanarth.com/wp-content/uploads/2022/06/jai-hind_logo.jpg
Jawaharlal Institute of Post Graduate Medical Education and Research,"The Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER) is a medical school located in Pondicherry, India. JIPMER is an Institute of National Importance (INI) and a tertiary care referral hospital.",https://www.getmyuniversity.com/images/university_images/logo-jawaharlal-institute-of-postgraduate-medical-education-research-puducherry.jpg
Hansraj College,"Hansraj College is a constituent college of the University of Delhi, in Delhi, India. Established in 1948 and situated in the Delhi University North Campus, it is considered as one of the best colleges in India having produced a large and notable alumni network particularly in the fields of entertainment, civil services, politics, sciences, and in the corporate world.",https://media-exp1.licdn.com/dms/image/C4D0BAQEOiD7Sp7r6Qw/company-logo_200_200/0/1618316299312?e=2147483647&v=beta&t=fhCtUzLV6Iz1h-vMb0SjQOUk6zaExV4LPxwctXjPS5Q
Indian Institute of Engineering Science and Technology,"Indian Institute of Engineering Science and Technology, Shibpur() (abbr. IIEST Shibpur) is a public technological university located at Shibpur, Howrah, West Bengal, India.",https://static.wikia.nocookie.net/logopedia/images/8/89/IIEST_Shibpur_Logo.png/revision/latest?cb=20200331104827
Indraprastha College for Women,"Indraprastha College for Women, also known as Indraprastha College or IP College, is the oldest women's college in Delhi, India. Established in 1924, it is a constituent college of University of Delhi.",https://images.shiksha.com/mediadata/images/1570690702php5jxP3P.jpeg
Institute of Chemical Technology,"Institute of Chemical Technology (ICT) is a public deemed university in Mumbai, India. It is focused on training and research in the fields of chemical engineering, chemical technology, and pharmaceutical sciences.",https://img1.pnghut.com/3/20/1/1iDrDCMnSF/recreation-chemical-engineering-green-mumbai-symbol.jpg
Institute of Technology and Management,"Gandhi Institute of Technology and Management (GITAM) is a private deemed university located in Visakhapatnam, Hyderabad and Bengaluru. The university was founded by the late M. V. V. S. Murthi in Visakhapatnam in 1980.",https://bmsit.ac.in/public/assets/images/mobile_logo.png
"ITM University, Gwalior","ITM University is a state private university based in Gwalior, India. Subjects are offered in the fields of sciences, engineering, management, fine arts, social sciences, arts, and nursing etc.",https://www.excelbee.com/images/university/itm-university-gwalior-logo.png
Jawaharlal Nehru University,"Jawaharlal Nehru University (JNU; ISO: Jav?haral?la Nehar? Vi?vavidy?laya) is a public research university located in Delhi, India. It was established in 1969 and named after Jawaharlal Nehru, India's first Prime Minister.",https://logowik.com/content/uploads/images/jnu-jawaharlal-nehru-university9999.jpg
Indian Institute of Forest Management,"The Indian Institute of Forest Management (IIFM), founded 1982, is an autonomous, Natural Resource Service training institute of Forestry located in Bhopal, Madhya Pradesh, India, established by the MoEFCC, Government of India with financial assistance from the SIDA and course assistance from the IIM Ahmedabad for mid career training of IFS cadre and all State Forest Service cadre in India. The institute's objective is to fulfill the growing need for the managerial human resource in the area of Forest, Environment, and Natural resources Management and allied sectors.",https://static.wikia.nocookie.net/logopedia/images/f/f9/Indian_Institute_of_Forest_Management.png/revision/latest?cb=20200331105350
Jaypee Institute of Information Technology University,"Jaypee Institute of Information Technology (JIIT) is a private deemed-to-be-university, situated in Noida, Gautam Buddha Nagar district, Uttar Pradesh, India. == History == The institute was founded in 2001 by Jaypee Group and commenced its operation in the start of academic year in July 2001.",https://edurank.org/assets/img/uni-logos/jaypee-institute-of-information-technology-logo.png
